,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Antigüedad,Bodegas,Orientación
1900,"Buen Depto Se Arrienda En Carmen Con Matta,depto De 1 D.",Departamento,Publicado hace 51 días,2021-07-01,"Carmen 1153, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",270.000,,"0,25 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,
1901,Depto 3 Dorms 1 Baño Frente Metro Santa Ana (l2 -l1 - 100),Departamento,Publicado hace 51 días,2021-07-01,"San Martín 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,24 UF/m²",,50 m²,50 m²,3,1,1,,,,,,,
1902,Oportunidad-santiago Concha/victoria - Metro Matta C/ Estac.,Departamento,Publicado hace 51 días,2021-07-01,"Santiago Concha 1200 - 1500, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",300.000,,"0,29 UF/m²","0,72 UF/m²",35 m²,32 m²,1,1,1,50000 CLP,,,,,,
1903,Entrega Inmediata,Departamento,Publicado hace 51 días,2021-07-01,"Vicuña Mackenna 1281, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",360.000,,"0,22 UF/m²","0,84 UF/m²",54 m²,54 m²,2,2,1,,,,,,,
1904,Se Arrienda Departamento Amoblado Metro Santa Lucía ,Departamento,Publicado hace 51 días,2021-07-01,"Carmen 110 - Departamento 5, Santa Isabel, Santiago, RM (Metropolitana)",380.000,,"0,33 UF/m²","0,72 UF/m²",39 m²,39 m²,1,1,,,,,,,,
1905,Departamento Impecable En Ricardo Cumming ,Departamento,Publicado hace 51 días,2021-07-01,"Ricardo Cumming 1200 - 1500, Franklin - Biobío, Santiago, RM (Metropolitana)",280.000,,"0,22 UF/m²","0,72 UF/m²",42 m²,42 m²,1,1,,35000 CLP,,,,,,
1906,Se Arrienda Departamento Nuevo Electrico,Departamento,Publicado hace 51 días,2021-07-01,"Avenida Brasil 600 - 900 - Departamento 600 - 900, Barrio Brasil, Santiago, RM (Metropolitana)",290.000,,"0,31 UF/m²","0,72 UF/m²",32 m²,30 m²,1,1,,35000 CLP,,,,,,
1907,En Pleno Casco Histórico,Departamento,Publicado hace 50 días,2021-07-01,"Santo Domingo 900 - 1200, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",320.000,,"0,28 UF/m²","0,72 UF/m²",39 m²,36 m²,1,1,,65000 CLP,,,,,,
1908,Departamento Ubicado En Marín Con Lira.,Departamento,Publicado hace 50 días,2021-07-01,"Marín 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",250.000,,"0,24 UF/m²","0,72 UF/m²",35 m²,32 m²,1,1,,45000 CLP,,,,,,
1909,Barrio Yungay / Impecable,Departamento,Publicado hace 50 días,2021-07-01,"García Reyes 1 - 300, Barrio Yungay, Santiago, RM (Metropolitana)",295.000,,"0,21 UF/m²","0,72 UF/m²",48 m²,48 m²,1,1,,,,,,,,
1910,Full Amoblado ,Departamento,Publicado hace 42 días,2021-07-01,"San Pablo 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",319.000,,"0,29 UF/m²","0,72 UF/m²",37 m²,37 m²,1,1,,,,,,,,
1911,Departamento En San Diego 255,Departamento,Publicado hace 50 días,2021-07-01,"San Diego 1 - 300, Bulnes, Santiago, RM (Metropolitana)",270.000,,"0,27 UF/m²","0,72 UF/m²",34 m²,32 m²,1,1,,,,,,,,
1912,"Cómodo Departamento En Excelente Estado, Morandé 617",Departamento,Publicado hace 50 días,2021-07-01,"Morandé 617, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",350.000,,"0,22 UF/m²","0,26 UF/m²",54 m²,49 m²,2,2,,,,,,,,
1913,Arriendo Depto Amoblado Impecable Calle Argomedo,Departamento,Publicado hace 50 días,2021-07-01,"Argomedo 65 - Departamento 1404, Santa Isabel, Santiago, RM (Metropolitana)",290.000,,"0,23 UF/m²","0,72 UF/m²",42 m²,42 m²,1,1,,40000 CLP,,,,,,
1914,Amplio Departamento De 1 Dormitorio,Departamento,Publicado hace 50 días,2021-07-01,"Lord Cochrane 1 - 300, Bulnes, Santiago, RM (Metropolitana)",260.000,,"0,27 UF/m²","0,72 UF/m²",32 m²,30 m²,1,1,,45000 CLP,,,,,,
1915,"Excelente Depto.. 2d Y 2 B, Echaurren/sazie,metro",Departamento,Publicado hace 50 días,2021-07-01,"Echaurren 1 - 300, Barrio República, Santiago, RM (Metropolitana)",380.000,,"0,22 UF/m²","0,84 UF/m²",59 m²,54 m²,2,2,1,,,,,,,
1916,Metro U De Chile   1 Dormitorio,Departamento,Publicado hace 49 días,2021-07-01,"San Diego 1 - 300, Bulnes, Santiago, RM (Metropolitana)",290.000,,"0,26 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,40000 CLP,,,,,,
1917,Excelente Departamento De Un Dormitorio Con Baño En Suite,Departamento,Publicado hace 49 días,2021-07-01,"Avenida Manuel Antonio Matta 524 - Departamento 600 - 900, Franklin - Biobío, Santiago, RM (Metropolitana)",240.000,,"0,2 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1918,Con Bodega,Departamento,Publicado hace 49 días,2021-07-01,"Carmen 602, Santa Isabel, Santiago, RM (Metropolitana)",260.000,,"0,24 UF/m²","0,72 UF/m²",37 m²,37 m²,1,1,,,,,,,,
1919,Dormitorio Grande ,Departamento,Publicado hace 49 días,2021-07-01,"Avenida Santa María 300 - 600, Patronato, Recoleta, RM (Metropolitana)",260.000,,"0,22 UF/m²",,39 m²,39 m²,1,1,,,,,,,,
1920,Departamento Completamante Remodelado De 2 Dormitorios,Departamento,Publicado hace 49 días,2021-07-01,"Moneda 1525 - Departamento 1 - 300, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",340.000,,"0,2 UF/m²","0,22 UF/m²",57 m²,55 m²,2,1,,,,,,,,
1921,"Carmen 187, 2d + 2b",Departamento,Publicado hace 49 días,2021-07-01,"Carmen 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",340.000,,"0,27 UF/m²","0,26 UF/m²",42 m²,42 m²,2,2,,60000 CLP,,,,,,
1922,"Arriendo Departamento De 36 M1 - 100, Piso 1 - 100,",Departamento,Publicado hace 49 días,2021-07-01,"Santo Domingo 1500 - 1800, Barrio Brasil, Santiago, RM (Metropolitana)",290.000,,"0,27 UF/m²","0,72 UF/m²",36.6 m²,36.6 m²,1,1,1,,,,,,,
1923,Departamento 2 Dormitorios Plaza Freire,Departamento,Publicado hace 49 días,2021-07-01,"Raulí 596, Santa Isabel, Santiago, RM (Metropolitana)",350.000,,"0,26 UF/m²","0,26 UF/m²",45 m²,45 m²,2,1,,60000 CLP,,,,,,
1924,"Acogedor Depto.  Piso 4,  2  Dormitorios 1 Baño  ",Departamento,Publicado hace 49 días,2021-07-01,"Argomedo 190 - Departamento 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,25 UF/m²","0,26 UF/m²",44.38 m²,40.81 m²,2,1,,,,,,,,
1925,Arriendo Departamento 2d 2b Bodega,Departamento,Publicado hace 49 días,2021-07-01,"Moneda 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",420.000,,"0,22 UF/m²","0,21 UF/m²",63 m²,57 m²,2,2,,90000 CLP,,,,,,
1926,Mapocho 1450. Renta Fija Por 12 Meses,Departamento,Publicado hace 49 días,2021-07-01,"Mapocho 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",400.000,,"0,23 UF/m²","0,84 UF/m²",58 m²,54 m²,2,2,1,70000 CLP,,,,,,
1927,Departamento Echaurren 1 Dormitorio,Departamento,Publicado hace 49 días,2021-07-01,"Echaurren 300 - 600, Barrio República, Santiago, RM (Metropolitana)",350.000,,"0,33 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,1,,,,,,,
1928,"Departamento 2d2b+estc. Y Bodega, Argomedo 321",Departamento,Publicado hace 49 días,2021-07-01,"Argomedo 321, Santa Isabel, Santiago, RM (Metropolitana)",470.000,,"0,27 UF/m²","0,84 UF/m²",59 m²,56 m²,2,2,1,,,,,,,
1929,"Departamento 2d2b+estc. Y Bodega, Argomedo 321",Departamento,Publicado hace 49 días,2021-07-01,"Argomedo 321, Santa Isabel, Santiago, RM (Metropolitana)",470.000,,"0,27 UF/m²","0,84 UF/m²",59 m²,56 m²,2,2,1,,,,,,,
1930,"Arriendo De Departamento En Argomedo, Santiago. ",Departamento,Publicado hace 48 días,2021-07-01,"Argomedo ., Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,3 UF/m²","0,72 UF/m²",33.28 m²,33.28 m²,1,1,,,,,,,,
1931,Gran Depto 2d1b Metro Cal Y Canto,Departamento,Publicado hace 48 días,2021-07-01,"San Pablo 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",380.000,,"0,2 UF/m²","0,21 UF/m²",63 m²,60 m²,2,1,,,,,,,,
1932,Arriendo  Luminoso Departamento Semiamoblado,Departamento,Publicado hace 48 días,2021-07-01,"Merced 562 - Departamento 514, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",310.000,,"0,37 UF/m²","0,72 UF/m²",28 m²,28 m²,1,1,,,,,,,,
1933,"Departamento Teatinos, Santiago Centro. ",Departamento,Publicado hace 48 días,2021-07-01,"Teatinos 690 - Departamento 8, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",310.000,,"0,2 UF/m²","0,26 UF/m²",53 m²,50 m²,2,2,,,,,,,,
1934,Estilo Mariposa / Dcto Primeros 3 Meses,Departamento,Publicado hace 48 días,2021-07-01,"Argomedo 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",400.000,,"0,24 UF/m²","0,84 UF/m²",56 m²,52 m²,2,2,,,,,,,,
1935,Amoblado / Home Studio / Metro Santa Lucia ,Departamento,Publicado hace 42 días,2021-07-01,"Metro Santa Lucia 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,34 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1936,Portugal-santa Isabel,Departamento,Publicado hace 48 días,2021-07-01,"Avenida Portugal 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,25 UF/m²","0,26 UF/m²",41 m²,41 m²,2,1,,,,,,,,
1937,"1d 1b Av. Manuel Antonio Matta 52,santiago Centro",Departamento,Publicado hace 48 días,2021-07-01,"Avenida Manuel Antonio Matta 52, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",310.000,,"0,33 UF/m²","0,72 UF/m²",32 m²,30 m²,1,1,,,,,,,,
1938,"Oportunidad! Bonito Departamento 2d +2b, San Martin",Departamento,Publicado hace 48 días,2021-07-01,"San Martín 1 - 300, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",390.000,,"0,23 UF/m²","0,84 UF/m²",56 m²,53 m²,2,2,,,,,,,,
1939,Cómodo Departamento En General Gana Santiago,Departamento,Publicado hace 48 días,2021-07-01,"General Gana 1063, Franklin - Biobío, Santiago, RM (Metropolitana)",300.000,,"0,29 UF/m²","0,72 UF/m²",35.1 m²,33 m²,1,1,1,45000 CLP,,,,,,
1940,Departamento De 1 Dormitorio Centro De Santiago,Departamento,Publicado hace 47 días,2021-07-01,"Santo Domingo 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,"0,27 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
1941,Oportunidad Departamento Recien Remodelado / Metro Santa Ana,Departamento,Publicado hace 47 días,2021-07-01,"Santo Domingo 1391 - Departamento 1302, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",240.000,,"0,22 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,
1942,"1d 1b Av. Manuel Antonio Matta 52,santiago Centro",Departamento,Publicado hace 47 días,2021-07-01,"Avenida Manuel Antonio Matta 1 - 300, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",310.000,,"0,33 UF/m²","0,72 UF/m²",32 m²,30 m²,1,1,,,,,,,,
1943,"Centralísimo, Equipado Y Acogedor ",Departamento,Publicado hace 47 días,2021-07-01,"San Francisco 1 - 300, Bulnes, Santiago, RM (Metropolitana)",270.000,,"0,26 UF/m²","0,72 UF/m²",35 m²,32 m²,1,1,,45000 CLP,,,,,,
1944,Metro Ñuble,Departamento,Publicado hace 45 días,2021-07-01,"Avenida Vicuña Mackenna 1800 - 2100, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",440.000,,"0,24 UF/m²","0,21 UF/m²",61 m²,53 m²,2,2,1,85000 CLP,,,,,,
1945,320mil Arriendo Depto 2d 1b Metro Los Heroes Moneda ,Departamento,Publicado hace 45 días,2021-07-01,"Lord Cochrane 209 - Departamento 300 - 600, Bulnes, Santiago, RM (Metropolitana)",320.000,,"0,22 UF/m²","0,26 UF/m²",48 m²,48 m²,2,1,,,,,,,,
1946,Mapocho / San Martín,Departamento,Publicado hace 45 días,2021-07-01,"Mapocho 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,29 UF/m²","0,72 UF/m²",29 m²,28 m²,1,1,,35000 CLP,,,,,,
1947,Manuel Antonio Tocornal-seguro- Metro Santa Isabel ,Departamento,Publicado hace 1 día,2021-07-01,"Manuel Antonio Tocornal 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,28 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,35000 CLP,,,,,,
1948,Departamento Ubicado En Maipu Con Mapocho / Santiago,Departamento,Publicado hace 45 días,2021-07-01,"Maipu 1136, Franklin - Biobío, Santiago, RM (Metropolitana)",250.000,,"0,19 UF/m²","0,26 UF/m²",45 m²,45 m²,2,1,,,,,,,,
1949,San Francisco / Metro U De Chile,Departamento,Publicado hace 45 días,2021-07-01,"San Francisco 1 - 300, Bulnes, Santiago, RM (Metropolitana)",250.000,,"0,28 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1950,Central,Departamento,Publicado hace 45 días,2021-07-01,"Avenida Manuel Rodriguez Norte 1 - 300, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",225.000,,"0,26 UF/m²","0,72 UF/m²",29 m²,29 m²,1,1,,,,,,,,
1951,Dos Dormitorios Cocina Americana Metro Santa Ana,Departamento,Publicado hace 45 días,2021-07-01,"Mario Kreutzberger 1558, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",290.000,,"0,24 UF/m²","0,26 UF/m²",40 m²,40 m²,2,1,,65000 CLP,,,,,,
1952,Tocornal / Santa Victoria,Departamento,Publicado hace 45 días,2021-07-01,"Tocornal / Santa Victoria, Santa Isabel, Santiago, RM (Metropolitana)",400.000,,"0,32 UF/m²","0,26 UF/m²",42 m²,38 m²,2,2,,,,,,,,
1953,Depto 1 Dorm - Lira 140,Departamento,Publicado hace 45 días,2021-07-01,"Lira 140, Santa Isabel, Santiago, RM (Metropolitana)",270.000,,"0,3 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,55000 CLP,,,,,,
1954,Parque Bustamante,Departamento,Publicado hace 44 días,2021-07-01,"General Jofré 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",320.000,,"0,2 UF/m²","0,22 UF/m²",55 m²,55 m²,2,1,,,,,,,,
1955,Arriendo Home Studio Cercano A Metro Franklin,Departamento,Publicado hace 44 días,2021-07-01,"General Gana 1063, Franklin - Biobío, Santiago, RM (Metropolitana)",195.000,,"0,36 UF/m²","0,72 UF/m²",18 m²,18 m²,1,1,,,,,,,,
1956,Casa En Guardia Marina Ernesto Riquelme 514,Departamento,Publicado hace 44 días,2021-07-01,"Guardia Marina Ernesto Riquelme 514, Barrio Brasil, Santiago, RM (Metropolitana)",400.000,,"0,21 UF/m²","0,21 UF/m²",64 m²,64 m²,2,2,,,,,,,,
1957,Departamento En Ejército 688,Departamento,Publicado hace 44 días,2021-07-01,"Ejercito 688, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",260.000,,"0,21 UF/m²","0,72 UF/m²",41 m²,41 m²,1,1,,70000 CLP,,,,,,
1958,Cercano Al Metro Moneda,Departamento,Publicado hace 44 días,2021-07-01,"Zenteno 130, Bulnes, Santiago, RM (Metropolitana)",230.000,,"0,2 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,,35000 CLP,,,,,,
1959,Lindo Departamento A Pasos De Metro Bellas Artes,Departamento,Publicado hace 44 días,2021-07-01,"Monjitas 375, Barrio Lastarria, Santiago, RM (Metropolitana)",270.000,,"0,23 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,30000 CLP,,,,,,
1960,Departamento Con Bodega Cercano A Metro Bellas Artes,Departamento,Publicado hace 44 días,2021-07-01,"Merced 691, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",195.000,,"0,23 UF/m²","0,72 UF/m²",29.1 m²,27 m²,1,1,,,,,,,,
1961,Miraflores - Metro Sta Lucia - Duplex,Departamento,Publicado hace 44 días,2021-07-01,"Merced 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",370.000,,"0,31 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1962,Arriendo Departamento,Departamento,Publicado hace 44 días,2021-07-01,"Lira 245, Santa Isabel, Santiago, RM (Metropolitana)",310.000,,"0,28 UF/m²","0,72 UF/m²",37 m²,35 m²,1,1,,36000 CLP,,,,,,
1963,"Depto 2d-2b  Estilo Mariposa, General Mackenna 1555 ",Departamento,Publicado hace 44 días,2021-07-01,"(adm)general Mackenna 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",390.000,,"0,26 UF/m²","0,26 UF/m²",50 m²,50 m²,2,2,,,,,,,,
1964,Depto Estilo Mariposa Manuel Antonio Tocornal,Departamento,Publicado hace 44 días,2021-07-01,"Manuel Antonio Tocornal 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",405.000,,"0,26 UF/m²","0,26 UF/m²",52.71 m²,45.81 m²,2,2,,110000 CLP,,,,,,
1965,Depto Estilo Mariposa Terraza Amplia Manuel Antonio Tocornal,Departamento,Publicado hace 44 días,2021-07-01,"Manuel Antonio Tocornal 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",440.000,,"0,26 UF/m²","0,26 UF/m²",56.78 m²,46.57 m²,2,2,,110000 CLP,,,,,,
1966,"Arriendo Dpto.1 Dormitorio, Un Baño Y Terraza En Living. ",Departamento,Publicado hace 44 días,2021-07-01,"Santa Isabel 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",270.000,,"0,23 UF/m²","0,72 UF/m²",39 m²,37 m²,1,1,,32000 CLP,,,,,,
1967,Arriendo Departamento Un Dormitorio Santiago Centro,Departamento,Publicado hace 44 días,2021-07-01,"Tucapel Jimenez 1 - 300, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",330.000,,"0,3 UF/m²","0,72 UF/m²",37 m²,34 m²,1,1,,48000 CLP,,,,5 años,,
1968,"Depto Morandé 580, Centro De Santiago. ",Departamento,Publicado hace 44 días,2021-07-01,"Morandé 580, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",230.000,,"0,21 UF/m²","0,72 UF/m²",37 m²,35 m²,1,1,,,,,,,,
1969,Departamento En Arriendo Metro Los Heroes,Departamento,Publicado hace 44 días,2021-07-01,"Sazie 1800 - 2100, Franklin - Biobío, Santiago, RM (Metropolitana)",330.000,,"0,32 UF/m²","0,72 UF/m²",35 m²,33 m²,1,1,1,,,,,,,
1970,"Moderno , Amoblado, Metro Santa Lucía",Departamento,Publicado hace 44 días,2021-07-01,"San Isidro 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,22 UF/m²","0,26 UF/m²",50 m²,50 m²,2,1,,,,,,,,
1971,"1 Dormitorio 2 Cuadras Metro Santa Isabel, Vista Despejada.",Departamento,Publicado hace 43 días,2021-07-01,"Vicuña Mackenna 600 - 900, Barrio Italia, Providencia, RM (Metropolitana)",290.000,,"0,3 UF/m²","0,34 UF/m²",33 m²,30 m²,1,1,,,,,,,,
1972,Excelente Departamento Amoblado,Departamento,Publicado hace 13 días,2021-07-01,"San Pablo 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",450.000,,"0,22 UF/m²","0,21 UF/m²",68 m²,65 m²,2,1,,,,,,,,
1973,Depto. 1d - 1b - Estac. Y Bodega,Departamento,Publicado hace 43 días,2021-07-01,"Manuel Antonio Tocornal 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",360.000,,"0,3 UF/m²","0,72 UF/m²",40 m²,35 m²,1,1,1,,,,,,,
1974,Departamento Un Dormitorio General Jofré - Vicuña Mackenna,Departamento,Publicado hace 43 días,2021-07-01,"General Jofré 100, Santa Isabel, Santiago, RM (Metropolitana)",320.000,,"0,26 UF/m²","0,72 UF/m²",42 m²,42 m²,1,1,1,,,,,,,
1975,"Departamento San Isidro, Un Dormitorio",Departamento,Publicado hace 43 días,2021-07-01,"San Isidro 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",230.000,,"0,21 UF/m²","0,72 UF/m²",37 m²,37 m²,1,1,,,,,,,,
1976,Lindo Y Amplio Departamento En Pleno Centro,Departamento,Publicado hace 43 días,2021-07-01,"Santo Domingo 900 - 1200, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",380.000,,"0,21 UF/m²","0,21 UF/m²",61.5 m²,60 m²,2,2,1,80000 CLP,,,,,,
1977,Departamento Amplio De 1 Habitación Con Estacionamiento ,Departamento,Publicado hace 43 días,2021-07-01,"Elisa Cole 46, Santa Isabel, Santiago, RM (Metropolitana)",270.000,,"0,2 UF/m²","0,72 UF/m²",45 m²,45 m²,1,1,1,,,,,,,
1978,Fray Camilo Henríquez,Departamento,Publicado hace 43 días,2021-07-01,"Fray Camilo Henriquez 440 - Departamento 75, Franklin - Biobío, Santiago, RM (Metropolitana)",330.000,,"0,14 UF/m²",,80 m²,40 m²,2,1,1,85000 CLP,,,,,,
1979,Departamento En Arriendo Barrio Tranquilo Y Cerca Del Centro,Departamento,Publicado hace 43 días,2021-07-01,"Santa Victoria 387, Santa Isabel, Santiago, RM (Metropolitana)",350.000,,"0,36 UF/m²","0,72 UF/m²",33 m²,33 m²,1,1,,25000 CLP,,,,,,
1980,Lindo Departamento Piso 3 En San Isidro Con Santa Isabel,Departamento,Publicado hace 43 días,2021-07-01,"San Isidro 488, Santa Isabel, Santiago, RM (Metropolitana)",280.000,,"0,18 UF/m²","0,72 UF/m²",53 m²,50 m²,1,1,,,,,,,,
1981,Departamento Pleno Centro,Departamento,Publicado hace 43 días,2021-07-01,"Tarapacá 782 - Departamento 409, Bulnes, Santiago, RM (Metropolitana)",230.000,,"0,22 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,
1982,"Departamento 2 Ambientes, Sin Estacionamiento Y Sin Bodega",Departamento,Publicado hace 42 días,2021-07-01,"Avenida Libertador Bernardo O'higgins 171 - Departamento 503, Barrio Lastarria, Santiago, RM (Metropolitana)",220.000,,"0,21 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,45000 CLP,,,,,,
1983,Amoblado / Home Studio / Metro Santa Lucia ,Departamento,Publicado hace 42 días,2021-07-01,"Metro Santa Lucia 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,34 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1984,Full Amoblado ,Departamento,Publicado hace 42 días,2021-07-01,"San Pablo 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",319.000,,"0,29 UF/m²","0,72 UF/m²",37 m²,37 m²,1,1,,,,,,,,
1985,Recién Remodelado / Carmen ,Departamento,Publicado hace 42 días,2021-07-01,"Carmen 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",355.000,,"0,24 UF/m²","0,26 UF/m²",50 m²,50 m²,2,1,,,,,,,,
1986,Departamento Cercano A Metro Estación Plaza De Armas ,Departamento,Publicado hace 42 días,2021-07-01,"Morandé 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",270.000,,"0,23 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1987,Departamento Cercano A Metro Estación Santa Isabel  ,Departamento,Publicado hace 42 días,2021-07-01,"San Isidro 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",280.000,,"0,27 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
1988,Carmen 368-santiago Tipo Estudio ,Departamento,Publicado hace 42 días,2021-07-01,"Carmen 300 - 600, Franklin - Biobío, Santiago, RM (Metropolitana)",301.407,,"0,28 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,
1989,Oportunidad Unica!!!,Departamento,Publicado hace 42 días,2021-07-01,"Merced 300 - 600, Barrio Lastarria, Santiago, RM (Metropolitana)",25,742.820,"0,24 UF/m²",,105 m²,105 m²,2,2,,,,,,,,
1990,Depto Lira Ceci,Departamento,Publicado hace 42 días,2021-07-01,"Lira 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",550.000,,"0,22 UF/m²","0,21 UF/m²",83 m²,76 m²,2,2,1,,,,,,,
1991,Maule 150-santiago 1dormitorio 1baño ,Departamento,Publicado hace 42 días,2021-07-01,"Maule 1 - 300, Franklin - Biobío, Santiago, RM (Metropolitana)",310.226,,"0,29 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,
1992,Santa Isabel 55 1dormitorio 1 Baño,Departamento,Publicado hace 42 días,2021-07-01,"Santa Isabel 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",306.116,,"0,29 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,
1993,Santa Isabel 55 2dormitorios 2baños ,Departamento,Publicado hace 42 días,2021-07-01,"Santa Isabel 1 - 300, Franklin - Biobío, Santiago, RM (Metropolitana)",394.750,,"0,24 UF/m²","0,84 UF/m²",55 m²,55 m²,2,2,,,,,,,,
1994,Santa Rosa 237 1 Dormitorio 1baño,Departamento,Publicado hace 42 días,2021-07-01,"Santa Rosa 1 - 300, Bulnes, Santiago, RM (Metropolitana)",267.561,,"0,25 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,
1995,Santa Rosa 237 2dormitorios 2baños ,Departamento,Publicado hace 42 días,2021-07-01,"Santa Rosa 1 - 300, Bulnes, Santiago, RM (Metropolitana)",389.319,,"0,24 UF/m²","0,84 UF/m²",55 m²,55 m²,2,2,,,,,,,,
1996,Dpto 2d/2b - Barrio Brasil / Metro Cumming,Departamento,Publicado hace 42 días,2021-07-01,"Catedral 2100 - 2400, Barrio Brasil, Santiago, RM (Metropolitana)",340.000,,"0,23 UF/m²","0,26 UF/m²",50 m²,50 m²,2,2,,,,,,,,
1997,Metro Santa Ana,Departamento,Publicado hace 42 días,2021-07-01,"Compañía De Jesús 1429 - Departamento 208, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",270.000,,"0,23 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1998,Dpto Amoblado San Francisco,Departamento,Publicado hace 42 días,2021-07-01,"San Francisco 1 - 300, Bulnes, Santiago, RM (Metropolitana)",260.000,,"0,27 UF/m²","0,72 UF/m²",32 m²,32 m²,1,1,,,,,,,,
