,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Gastos comunes,Estacionamientos,Antigüedad,Ambientes,Bodegas,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Orientación
6104,"Av Libertador Bernardo O'higgins 4877, Condominio Nueva Ala",Departamento,,2021-07-02,"Av Libertador Bernardo O'higgins 4877, Condominio Nueva Alameda , Av Libertador Bernardo O'higgins 4877, Metro Ecuador, Estación Central, RM (Metropolitana)",240.000,,0 UF/m²,,,,1,1,,,,2,,,,,
6105,Departamento En Arriendo De 2 Dorm. En Vitacura,Departamento,Publicado hace 13 días,2021-07-02,"Al Frente Del Estadio Croata, Estadio Croata, Vitacura, RM (Metropolitana)",1.300.000,,"0,32 UF/m²",,137 m²,93 m²,2,2,220000 CLP,2,,,,,,,
6106,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6107,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6108,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6109,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6110,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6111,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6112,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6113,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6114,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6115,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6116,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6117,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6118,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6119,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6120,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6121,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6122,Amplio Dpto. Est.+bodega/ Metro Moneda/parque Almagro,Departamento,Publicado hace 13 días,2021-07-02,"Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,100000 CLP,1,,,1,,,,P
6123,"Departamento, Sector Avenida Providencia- Ricardo Lyon- Prov",Departamento,Publicado hace 13 días,2021-07-02,"Santa Magdalena 10, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",370.000,,"0,33 UF/m²","0,34 UF/m²",38 m²,38 m²,1,1,50000 CLP,,50 años,,,2,,7,SO
6124,Atotal Arrienda Su Departamento En Santiago Centro,Departamento,Publicado hace 13 días,2021-07-02,"San Diego 1473, Franklin - Biobío, Santiago, RM (Metropolitana)",8,237.702,0 UF/m²,,,,1,1,,,,1,,,,,
6125,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6126,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6127,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6128,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6129,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6130,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6131,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6132,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6133,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6134,"Ramón Corvalán Melgarejo, Santiago, Chile",Departamento,Publicado hace 6 meses,2021-07-02,"Ramón Corvalán Melgarejo, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)",410.000,,"0,23 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,55000 CLP,1,,,1,17,4,22,SO
6135,Arriendo Departamento En Providencia Con Linda Vista,Departamento,Publicado hace 13 días,2021-07-02,"Doctor Roberto Del Río, Providencia, Chile, Las Lilas, Providencia, RM (Metropolitana)",750.000,,"0,16 UF/m²",,160 m²,160 m²,4,3,180000 CLP,2,,,1,,,,
6136,Lindo Depto. En Cuarto Piso De Condominio Inés De Suárez,Departamento,Publicado hace 13 días,2021-07-02,"Avenida Francisco Bilbao 1851, Providencia, Chile, Inés de Suárez, Providencia, RM (Metropolitana)",550.000,,"0,25 UF/m²",,75 m²,75 m²,3,1,51000 CLP,,,,,4,,,N
6137,Studio,Departamento,Publicado hace 13 días,2021-07-02,"San Eugenio 1209, Ñuñoa, Chile, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",260.000,,"0,36 UF/m²","0,31 UF/m²",24 m²,24 m²,1,1,30000 CLP,,7 años,,,20,,,SO
6138,Departamento En Arriendo De 4 Dorm. En La Reina,Departamento,Publicado hace 13 días,2021-07-02,"Las Abejas Con Jardin Exclusivo / Las Arañas / Pwcc, Metro Príncipe de Gales - Country Club, La Reina, RM (Metropolitana)",25,742.820,"0,16 UF/m²",,160 m²,120 m²,4,3,50000 CLP,2,,,,,,,
6139,Tarapacá,Departamento,,2021-07-02,"Tarapacá, Bulnes, Santiago, RM (Metropolitana)",300.000,,"0,29 UF/m²","0,72 UF/m²",35 m²,32 m²,1,1,35000 CLP,,0 años,1,,,,,Oeste
6140,1d1b Metro San Miguel. Alvarez De Toledo 845,Departamento,Publicado hace 13 días,2021-07-02,"Álvarez De Toledo 845, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",270.000,,"0,2 UF/m²","0,27 UF/m²",45 m²,45 m²,1,1,43000 CLP,,4 años,,,,,,
6141,"Excelente Ubicación En Carmen Sylva, A Pasos Del Metro Tobal",Departamento,Publicado hace 13 días,2021-07-02,"Carmen Sylva, Providencia, Chile, Las Lilas, Providencia, RM (Metropolitana)",450.000,,"0,32 UF/m²","0,34 UF/m²",48 m²,48 m²,1,1,80000 CLP,1,,,1,,,,
6142,Departamento En Arriendo De 3 Dorm. En Quinta Normal,Departamento,Publicado hace 13 días,2021-07-02,"Arriendo Departamento Tres Dormitorios A Pasos De Metro Gruta De Lourdes, Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",430.000,,"0,27 UF/m²",,54 m²,51 m²,3,1,55000 CLP,1,,,,,,,
6143,Depto 1d Y 1b Con Estacionamiento Metro Ñuble,Departamento,Publicado hace 13 días,2021-07-02,"San Eugenio 1209, Ñuñoa, Chile, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",350.000,,"0,29 UF/m²","0,31 UF/m²",40 m²,40 m²,1,1,55000 CLP,1,,,,20,,,P
6144,Departamento 1d + 1b + Estacionamiento Y Bodega,Departamento,Publicado hace 13 días,2021-07-02,"Bartolo Soto 4026, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",300.000,,"0,22 UF/m²","0,27 UF/m²",46 m²,40 m²,1,1,80000 CLP,1,11 años,,1,16,,,P
6145,"Departamento A Pasos De Metro Lo Vial, San Miguel",Departamento,Publicado hace 13 días,2021-07-02,"Ventura Blanco Viel 1140, San Miguel, Chile, Lo Vial, San Miguel, RM (Metropolitana)",280.000,,"0,25 UF/m²","0,27 UF/m²",38 m²,35 m²,1,1,45000 CLP,,4 años,,,9,9,,N
6146,Abtao,Departamento,,2021-07-02,"Abtao, Metro Ecuador, Estación Central, RM (Metropolitana)",261.000,,"0,28 UF/m²","0,26 UF/m²",31 m²,29 m²,1,1,42000 CLP,,0 años,1,,,,,Oeste
6147,Depto. Cercano Metro Baquedano Y Bustamante,Departamento,Publicado hace 13 días,2021-07-02,"Ricardo Matte Pérez, Providencia, Chile, Plaza Italia, Providencia, RM (Metropolitana)",600.000,,"0,22 UF/m²","0,28 UF/m²",90 m²,80 m²,2,2,0 CLP,1,50 años,,,2,2,4,N
6148,Departamento En Arriendo De 1 Dorm. En San Miguel,Departamento,,2021-07-02,"Novena Avenida / Gran Avenida, Ciudad del Niño, San Miguel, RM (Metropolitana)",269.000,,"0,23 UF/m²","0,27 UF/m²",39 m²,33 m²,1,1,45000 CLP,,,,,,,,
6149,Av Ossa/amplio Con Vista Panoramica /metr. Principe De Gales,Departamento,Publicado hace 13 días,2021-07-02,"Av. Ossa 1200 - 1500, Ñuñoa, Chile, Amapolas, Ñuñoa, RM (Metropolitana)",635.000,,"0,25 UF/m²","0,25 UF/m²",84.54 m²,66.45 m²,2,2,100000 CLP,1,2 años,,1,3,,9,NP
6150,Departamento En Arriendo De 2 Dorm. En San Joaquín,Departamento,,2021-07-02,"Celia Solar / Vicuña Mackenna, San Joaquín, RM (Metropolitana)",349.000,,"0,2 UF/m²",,58 m²,55 m²,2,1,50000 CLP,1,,,,,,,
6151,"Depto., Con Excelente Ubicación A Pasos Del Metro Los Héroes",Departamento,Publicado hace 13 días,2021-07-02,"Almirante Barroso 87, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)",370.000,,"0,23 UF/m²","0,22 UF/m²",54 m²,54 m²,2,1,48000 CLP,,,,,,,,NP
6152,Plaza Ñuñoa Enrique Bravo,Departamento,Publicado hace 13 días,2021-07-02,"Plaza Ñuñoa, Parque Juan XXIII, Ñuñoa, RM (Metropolitana)",450.000,,"0,25 UF/m²",,60 m²,2 m²,2,1,50000 CLP,1,,,,,,,
6153,Departamento En Arriendo De 1 Dorm. En Santiago,Departamento,Publicado hace 13 días,2021-07-02,"Excelente Ubicación, Santa Isabel, Santiago, RM (Metropolitana)",360.000,,"0,29 UF/m²","0,72 UF/m²",42 m²,42 m²,1,1,60000 CLP,,,,,,,,
6154,"Dueño Arrienda Sin Comisión, Lindo Loft ",Departamento,Publicado hace 13 días,2021-07-02,"Tarapacá 1324, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",365.000,,"0,2 UF/m²",,60 m²,60 m²,1,1,70000 CLP,,10 años,,1,26,6,26,SO
6155,Departamento Cómodo Luminoso ,Departamento,Publicado hace 13 días,2021-07-02,"Avenida Fermín Vivaceta 3600 - 3900, Conchalí, Chile, Estación Conchalí, Conchalí, RM (Metropolitana)",380.000,,"0,28 UF/m²",,45.65 m²,40.31 m²,2,1,53000 CLP,1,,,1,13,,,
6156,Dublé Almeyda-metro Irarrázaval-edificio Clásico,Departamento,Publicado hace 13 días,2021-07-02,"Dublé Almeyda 2296, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,26 UF/m²","0,26 UF/m²",65 m²,65 m²,2,1,110000 CLP,1,35 años,,1,2,2,4,O
6157,Departamento Amoblado,Departamento,Publicado hace 13 días,2021-07-02,"Maipú 701, Barrio Yungay, Santiago, RM (Metropolitana)",350.000,,"0,26 UF/m²","0,26 UF/m²",45 m²,45 m²,2,1,51000 CLP,,14 años,,,,,,
6158,Dep A Pasos Del Metro,Departamento,Publicado hace 13 días,2021-07-02,"Vicuña Mackenna 58, Providencia, Chile, Plaza Italia, Providencia, RM (Metropolitana)",200.000,,"0,29 UF/m²","0,34 UF/m²",23 m²,23 m²,1,1,37000 CLP,,,,,,,,S
6159,Departamento En Arriendo De 2 Dorm. En Providencia,Departamento,Publicado hace 13 días,2021-07-02,"Av. Suecia Metro Inés De Suarez, Campus Oriente, Providencia, RM (Metropolitana)",550.000,,"0,26 UF/m²","0,28 UF/m²",71 m²,65 m²,2,2,120000 CLP,1,,,,,,,
6160,Abtao,Departamento,,2021-07-02,"Abtao, Metro Ecuador, Estación Central, RM (Metropolitana)",8,237.702,"0,24 UF/m²","0,26 UF/m²",34 m²,32 m²,1,1,40000 CLP,,0 años,1,,,,,Oeste
6161,Avenida Providencia,Departamento,,2021-07-02,"Avenida Providencia, Salvador, Providencia, RM (Metropolitana)",395.000,,"0,33 UF/m²","0,34 UF/m²",40 m²,37 m²,1,1,80000 CLP,,0 años,1,1,,,,Norte
6162,Amplio Y Comodo Departamento Excelente Ubicacion,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Pocuro 1800 - 2100, Providencia, Chile, Inés de Suárez, Providencia, RM (Metropolitana)",680.000,,"0,27 UF/m²","0,26 UF/m²",85 m²,83 m²,3,2,120000 CLP,1,,,,2,2,4,NP
6163, Departamento Cercano Al Metro Pedro De Valdivia,Departamento,Publicado hace 12 días,2021-07-02,"California 2151, Providencia, Chile, Inés de Suárez, Providencia, RM (Metropolitana)",1.000.000,,"0,3 UF/m²","0,24 UF/m²",110.5 m²,106 m²,3,2,260000 CLP,1,2 años,,1,2,4,7,
6164,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6165,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6166,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6167,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6168,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6169,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6170,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6171,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6172,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6173,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6174,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6175,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6176,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6177,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6178,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6179,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6180,Excelente Departamento A Pasos De Metro El Golf,Departamento,Publicado hace 55 días,2021-07-02,"Augusto Leguía Sur, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",17,505.118,"0,34 UF/m²","0,38 UF/m²",50 m²,44.5 m²,2,2,70000 CLP,1,25 años,,1,12,4,13,S
6181,Departamento En Arriendo De 3 Dorm. En Vitacura,Departamento,Publicado hace 12 días,2021-07-02,"Club De Polo, Vitacura, RM (Metropolitana)",43,1.277.650,"0,29 UF/m²","0,27 UF/m²",150 m²,140 m²,3,2,290000 CLP,,,,,,,,
6182,Acogedor Departamento En Buen Edificio Residencial,Departamento,Publicado hace 12 días,2021-07-02,"Moneda 3000, Santiago, Región Metropolitana, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",270.000,,"0,21 UF/m²","0,72 UF/m²",44 m²,42 m²,1,1,48000 CLP,,,,1,3,,8,
6183,Departamento En Arriendo De 2 Dorm. En Santiago,Departamento,Publicado hace 12 días,2021-07-02,"Jofre / Vicuña Mackenna, Santa Isabel, Santiago, RM (Metropolitana)",329.000,,"0,28 UF/m²","0,26 UF/m²",39.5 m²,39.5 m²,2,1,65000 CLP,,,,,,,,
6184,"Nicasio Retamales 048, Condominio Conquista Velázquez Ii ",Departamento,,2021-07-02,"Nicasio Retamales 048, Condominio Conquista Velázquez Ii , Nicasio Retamales 048, San Alberto Hurtado, Estación Central, RM (Metropolitana)",350.000,,"0,23 UF/m²","0,22 UF/m²",50.62 m²,50.62 m²,2,2,,,,3,,,,,
6185,"Las Hortencias 2975, Condominio Las Hortencias 2975  (+ Est",Departamento,,2021-07-02,"Las Hortencias 2975, Condominio Las Hortencias 2975  (+ Estacionamiento /+ Bodega), Las Hortencias 2975, Providencia, RM (Metropolitana)",450.000,,0 UF/m²,,,,1,1,,1,,2,1,,,,
6186,"Abtao 24, Condominio Abtao 24 ",Departamento,,2021-07-02,"Abtao 24, Condominio Abtao 24 , Abtao 24, Metro Ecuador, Estación Central, RM (Metropolitana)",260.000,,"0,3 UF/m²","0,26 UF/m²",29.6 m²,29.6 m²,1,1,,,,2,,,,,
6187,"Amunátegui 630, Condominio Dolce 2 ",Departamento,,2021-07-02,"Amunátegui 630, Condominio Dolce 2 , Amunátegui 630, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",260.000,,0 UF/m²,,,,1,1,,,,2,,,,,
6188,"Av. Brasil 601, Condominio Brasil 601 ",Departamento,,2021-07-02,"Av. Brasil 601, Condominio Brasil 601 , Av. Brasil 601, Barrio Brasil, Santiago, RM (Metropolitana)",300.000,,"0,29 UF/m²","0,72 UF/m²",34.5 m²,34.5 m²,1,1,,,,2,,,,,
6189,"Zañartu 1100, Condominio Ñuñoa Vida ",Departamento,,2021-07-02,"Zañartu 1100, Condominio Ñuñoa Vida , Zañartu 1100, Estadio Nacional, Ñuñoa, RM (Metropolitana)",400.000,,"0,29 UF/m²","0,32 UF/m²",46.25 m²,46.25 m²,2,2,,,,3,,,,,
6190,"Lira 185, Condominio Centrico  (+ Estacionamiento )",Departamento,,2021-07-02,"Lira 185, Condominio Centrico  (+ Estacionamiento ), Lira 185, Santa Isabel, Santiago, RM (Metropolitana)",450.000,,"0,35 UF/m²","0,26 UF/m²",43.65 m²,43.65 m²,2,2,,1,,3,,,,,
6191,Acogedor Depto Con Patio Y Estacionamiento - Manuel Montt ,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Manuel Montt & Los Capitanes, Providencia, Chile, Inés de Suárez, Providencia, RM (Metropolitana)",600.000,,"0,21 UF/m²","0,26 UF/m²",96 m²,55 m²,2,1,24000 CLP,2,,,1,1,2,3,O
